Plot,Region,LU,Classif,Classif2,Production_food,Production_livestock,Production_energy,Production_timber,Harvesting_plants,C_stock,Hunting,Aesthetic_naturalness,Aesth_diversity_ADI,Reg_ID_habitat,Aesth_uniqueness_charismatic_plants,Plant_richness,Bird_richness,Fungi_richness
AEG01,All,Grassland,Grassland_medium,Grassland_medium,0,2024.0858428264,0,0,18.5577533763085,4.57600757307218,0,0.614492886408953,0.474739447098639,0,10.8655561039027,43,1,0
AEG02,All,Grassland,Grassland_high,Grassland_high,0,2116.02866971753,0,0,19.0054742839652,7.33291156778411,0,1.13822586488485,0.820142857318679,0,9.07534621926886,32,2,0
AEG03,All,Grassland,Grassland_medium,Grassland_medium,0,1527.61157862615,0,0,13.4383499093947,5.53768865597655,0,0.636043881528408,0.374243966886851,0,11.8134987182778,38,3,0
AEG04,All,Grassland,Grassland_medium,Grassland_medium,0,1267.8284505572,0,0,15.22951304907,6.20146335994979,0,0.281224648671772,0.790556642996628,0,2.39264493353196,30,3,1
AEG05,All,Grassland,Grassland_medium,Grassland_medium,0,1383.12086262264,0,0,16.5702267179907,8.18393512888968,0,0.633450408122589,0.433060956447481,0,5.68944367054225,29,1,1
AEG06,All,Grassland,Grassland_high,Grassland_high,0,1354.34259557771,0,0,16.5672009310043,7.12902833033852,0,0.417177000014944,0.35992186448805,0,3.51493479137817,44,1,0
AEG07,All,Grassland,Grassland_low,Grassland_low,0,1085.13661456794,0,0,14.6297757435003,6.7947715949157,0,1.54947026361578,0.56509640088531,1,5.38073453162674,59,13,1
AEG08,All,Grassland,Grassland_low,Grassland_low,0,1159.26133411102,0,0,15.4224060758623,6.15114589279674,0,0.576205297174242,0.862562011836015,0,6.96873944400746,66,3,0
AEG09,All,Grassland,Grassland_low,Grassland_low,0,964.734452161484,0,0,12.6606426739837,6.31816523683157,0,0.951879979824017,0.742598835165338,0,4.52489039056527,64,12,1
AEG10,All,Grassland,Grassland_low,Grassland_low,0,1118.91972071527,0,0,12.8488875263061,5.02110849664234,0,0.996603674198361,0.466224777490318,0,6.3674547640708,71,2,0
AEG11,All,Grassland,Grassland_high,Grassland_high,0,1938.72193422923,0,0,15.8050247229759,6.11017961194454,0,0.555230920933276,0.487800921054471,0,2.54876300663862,46,2,1
AEG12,All,Grassland,Grassland_high,Grassland_high,0,2148.22689016734,0,0,15.9523652696205,7.76249660376392,0,0.147119224392908,0.490241983562379,0,10.8799690147167,40,0,0
AEG13,All,Grassland,Grassland_high,Grassland_high,0,1953.73226230113,0,0,17.7236042900653,6.09515105487174,0,0.290832274620052,1.0551791828653,0,6.06997595057411,32,2,0
AEG14,All,Grassland,Grassland_high,Grassland_high,0,1977.18735425293,0,0,16.7872061491718,5.52147551593817,0,0.496250093038988,0.542700689582054,0,9.92412030223612,33,1,0
AEG15,All,Grassland,Grassland_high,Grassland_high,0,2318.13829211505,0,0,16.6168265005116,6.15332288424041,0,0.320688274571821,0.379124312971229,0,4.40646223864359,42,3,0
AEG16,All,Grassland,Grassland_medium,Grassland_medium,0,1611.09882093378,0,0,20.1317411377327,5.5087858158658,0,0.79346965792082,0.366539878637203,0,10.3544686601935,46,2,0
AEG17,All,Grassland,Grassland_high,Grassland_high,0,1452.12589134122,0,0,16.9517628514932,5.55074750947759,0,0.210562953925863,0.619169784370007,0,11.6500945076733,52,2,0
AEG18,All,Grassland,Grassland_high,Grassland_high,0,2212.86707576412,0,0,15.8215888775491,5.20836735565248,0,0.503416707013997,0.396210797450776,0,6.47014595421129,39,2,0
