Plot,Region,LU,Classif,Classif2,Production_food,Production_livestock,Production_energy,Production_timber,Harvesting_plants,C_stock,Hunting,Aesthetic_naturalness,Aesth_diversity_ADI,Reg_ID_habitat,Aesth_uniqueness_charismatic_plants,Plant_richness,Bird_richness,Fungi_richness
AEG01,A,Grassland,Grassland_medium,Grassland_medium,0,1308.38125,0,0,15.5499196139401,4.67877272425,0,0.83995184948018,0.24755167423225,0,13.1110640300473,43,1,0
AEG02,A,Grassland,Grassland_high,Grassland_high,0,1216.99325,0,0,15.4951605348251,4.6198083137,0,1.93186570439589,0.724801791601168,0,14.7952695142738,32,2,0
AEG03,A,Grassland,Grassland_medium,Grassland_medium,0,669.123662436548,0,0,8.78635305459552,4.56269832375,0,1.44927164074204,0.188038406467805,0,16.0499221181911,38,3,0
AEG04,A,Grassland,Grassland_medium,Grassland_medium,0,636.140523917996,0,0,10.3247275993122,3.97954829375,0,0.317577543440437,0.697110924309994,0,7.75241897732572,30,3,1
AEG05,A,Grassland,Grassland_medium,Grassland_medium,0,564.996689986273,0,0,12.2596900450215,5.91120348395,0,0.919164937286405,0.312494097528613,0,11.3666177907063,29,1,1
AEG06,A,Grassland,Grassland_high,Grassland_high,0,563.764661095635,0,0,12.0830459735946,5.4600472379,0,0.967633938129417,0.24755167423225,0,8.50294066779253,44,1,0
AEG07,A,Grassland,Grassland_low,Grassland_low,0,59.9782615384615,0,0,10.8673823895177,4.0807776617,0,2.45678598664781,0.436113069453504,1,11.5108644332213,59,13,1
AEG08,A,Grassland,Grassland_low,Grassland_low,0,166.890370370371,0,0,10.7098085883922,5.05943519725,0,1.14493910874397,0.751658900766471,0,12.723993083934,66,3,0
AEG09,A,Grassland,Grassland_low,Grassland_low,0,101.679152542373,0,0,9.1706052144883,4.6303362789,0,1.82336941782477,0.302506093538688,0,9.71596624119289,64,12,1
AEG10,A,Grassland,Grassland_low,Grassland_low,0,333.135,0,0,9.22496612459905,5.07742541625,0,0.909407855518145,0.302506093538688,0,10.7749709976408,71,2,0
AEG11,A,Grassland,Grassland_high,Grassland_high,0,1088.0265,0,0,9.88433103452125,4.62712693165,0,0.874258978609805,0.369299477288164,0,9.01110426085505,46,2,1
AEG12,A,Grassland,Grassland_high,Grassland_high,0,1262.9375,0,0,12.3085336250912,5.3848823702,0,1.11351247032057,0.391320093331326,0,16.4225454787009,40,0,0
AEG13,A,Grassland,Grassland_high,Grassland_high,0,1239.8375,0,0,13.4164078649987,5.11632849695,0,0.839301990012224,0.909978814942999,0,10.7051389528581,32,2,0
AEG14,A,Grassland,Grassland_high,Grassland_high,0,1142.625,0,0,13.780420893427,4.1112124366,0,1.07592903303884,0.697110924309994,0,15.2446712001276,33,1,0
AEG15,A,Grassland,Grassland_high,Grassland_high,0,1358.56875,0,0,10.770329614269,4.192497487,0,1.86514396414478,0.142426506354511,0,11.5585466214399,42,3,0
AEG16,A,Grassland,Grassland_medium,Grassland_medium,0,814.786908296943,0,0,16.1493033905491,4.2426855169,0,1.46190228929773,0.252732106752806,0,14.8492424049175,46,2,0
